review_body,product_category
Sympa pour accompagné un cadeau.,book
comment évaluer un appareil que nous n 'avons jamais reçu ? . Très déçu car je le trouvais joli et a un prix plus que raisonnable,kitchen
"mauvais effet qui empire l'état actuel, produit qui détruit les cheveux, à éviter. le plus mauvais produit utilisé à ce jour, ne devrait même pas être vendu sur amazon.",beauty
Incompatible avec I-phone produit retourné au vendeur.,wireless
À fonctionné pendant 1 semaine. Après impossible de l’allumer même avec des piles neuves !,toy
Il m est très difficile d évaluer ce produit étant donné que je n ai rien reçu et j aimerai bien savoir où est passé mon coli ?!!!!!!!! Merci,wireless
"Impossible de mettre les poignées. Bbq est instable. Déçu,",lawn_and_garden
Je ne suis pas content du tout. J ai reçu la poubelle avec la poignée cassée.,lawn_and_garden
"J'aurais pu mettre 5 étoiles si la tondeuse avait fonctionné plus de 5 minutes ,malheureusement ce n'est pas le cas. Je l'ai acheté pour mes shy-tzu, j'ai d'abord raccourci au ciseau et ensuite j'ai passé la tondeuse, mais rien à faire elle n'a rien tondu et au bout de 3 min, elle s'est arreté, je pense etre tombé sur une mauvaise série. Sinon pour les 3 min qu'elle a fonctionné elle était silencieuse et très maniable. Vraiment dommage.",pet_products
Produits en panne au bout de 2 jours.,home
Uniquement du cuir a l'extérieur - de la fibre ou du feutre à l'intérieur. C'est une arnaque et d'après mon experience avec une autre ceinture elle ne tiendra pas le coup.,apparel
"Après une utilisation de plusieurs semaines, il s'avère que ce chargeur ne charge pas correctement les piles. Les piles reste en charge très peu de temps. J'ai essayé avec plusieurs piles rechargeables de marque différentes. Je ne peu plus rendre cet appareil, bien dommage !",electronics
Produit jamais reçu. Et aucun contact avec le vendeur. Et était remboursé grâce à l équipe Amazon car le vendeur n'a jamais répondu aux messages.,personal_care_appliances
La lampe en plastique pas du tout solide s'est cassée dans moins de 24h. Très dessue par la qualité de cet article...,book
Alors franchement c’est de la merde je recommande pas du tout ce produit sur 10 résistances pas un correct,drugstore
Ce bijou est de très mauvaise qualité. Ma femme le porte depuis 3 mois et l'acier est déjà tous jaunit et ça lui donne des plaque rouge.,jewelry
"Bonjour, J'aimerais avoir une sorte de ristourne pour ce produit car leur soit-disant 4K est un pure mensonge, lors de la connexion avec la ps4 Pro et un écran 4k le HDR de la console se désactive et il informe que le téléviseur ne prend pas en charge le 4K alors que si je branche la ps4 directement à la télé le HDR s'active automatiquement. N'acheter pas si vous voulez du HDR avec votre ps4 Pro",pc
Parfait jusqu au changement des piles. On ouvre difficilement et la on casse le support de piles.impossible de réparer. Nul.,baby_product
Cet article n'a jamais fonctionné. Je suis très déçue. Article à éviter de toutes urgences. Il va directement à la poubelle.,electronics
Produit non conforme à la photo commandé un pantalon en jean et reçu un un pantalon en toile,book
la barre espace n'a jamais fonctionner franchement déçu par ce produit en attendant le sav qui pourra peut etre reagir pour le moment aucune réaction,pc
"Pour l'instant elle fonctionne correctement, les modules anti-erreur font leur boulot sur les anti brouillard d'une audi a6 c6 phase 2. Edit : les modules anti erreur ne fonctionne plus.",automotive
Ne correspond pas du tout au produit commandé. Aucune utilité ! Ni le visuel ni les fonctionnalités. Je suis très déçu !,home_improvement
J ai commandé le shampoing Nounou et j ai pas du tout reçu le bon produit Obligé de faire un retour.....perte de temps......,beauty
Produit non conforme à la description j’ai reçu un garde boue arrière alors que la description stipulait qu’il s’agissait d’un garde boue arrière.,sports
"ce produit ne mérite pas le label amazon choice, il n'a aucune puissance dans le moteur, le moteur fait du bruit énorme sans aucune puissance, je regrette cet achat, je ne ferai plus confiance au label amazon choice",kitchen
Commande devait être expédié le 6/10 j'attends encore.... Un message me disant réapprovisionnement début novembre puis un le 29/10 me disant qu'il me l'envoyait mais toujours rien appart des messages copié coller et pour un remboursement le mieux c'est déjà qu'il réponde !!!! Fuyez family concept,baby_product
La notice est uniquement en anglais google translate. Incompréhensible.,personal_care_appliances
"L'article est défectueux, la manette ne fonctionne. Amazon me demande de rapporter le colis à la poste. Pas facile pour un radiateur qui pèse 13 kg quand on n'est pas motorisé...",home
"J’en n’ai toujours pas reçu mon article!!! Je suis très déçu, en consultant le suivi j’zi Constater qu’il était en retour pour une impossibilité de livraison ( qui devait être en point relais) A ce jours je n’ai pas mon colis et pas d'explication",beauty
je passe une commande et malgré mes demandes 11 jours après pas de colis.J'ai fini par décommander car le colis n'est jamais parti c'est bien le derniere fois que je commande sur votre site un seul mot me vient a l'esprit LAMENTABLE,sports
Le probleme. Les aiguilles sont bloquées malgrés la pile,toy
produit retourné car ne fonctionnait pas à l'arrivée,electronics
"Arrivé en vrac dans des paquets déchirés, en contact direct avec le film d'expédition qui n'est pas du tout du plastique alimentaire. Aucune réponse du vendeur...",home
ne fonctionne plus en à peine un mois.,electronics
attention produit vendu sur ce site est périmé,drugstore
Pile morte en deux mois .....,pc
"le paquet est arrivé sans emballage avec grosse étiquette sur la boîte, impossible d'y enlever comme cadeau de Noël !!!!! Dommage",toy
"Le film en lui même est bien, mais le capteur d'empreintes de mon Galaxy S10 ne fonctionne plus Donc au final obligé de changer de film",wireless
"J'avais très hâte d'y jouer. Et malheureusement en ouvrant le jeu pourtant scellé, il me manquait une carte et quelle carte (l'aube).....Demande de remboursement et deception.",toy
Bols complètement cassés à la réception.,pet_products
"Ce peigne ne presente aucun avantage par rapport aux autres. Et au meme titre que les autres, il n'enleve aucunement les lentes. Un achat pour rien.",drugstore
Sa ne fonctionne pas. C est vraiment de l arnaque....,pc
Jamais reçu !!!! Malgré un mail à Amazon aucun retour,home
"Je n'ai jamais reçu ma figurine, le marchand a essayer d'être à mon écoute en me remboursant mais je tenais vraiment à avoir cette figurine. Il propose de me la renvoyer et je n'ai toujours rien plus de 3 mois donc d'attente !!!! j'ai demandé un remboursement depuis 4 jours et pas de nouvelles. Donc je ne recommande pas.",toy
"Au secours !!! Quelle déception, cette cigarette électronique ressemble plus à un jouet de mauvaise facture qu'à une vapoteuse. Je pense que le prix affiché est une tromperie pour appliquer la pseudo réduction ...car cette cigarette ne vaut certainement pas les 55€ fièrement annoncés sur le site. N'achetez pas ce produit... vraiment !",personal_care_appliances
C'est triste de voir l'amazon.fr a failli à une livraison plutôt une arnaque de Non livraison et avait signalé que c'était une livraison en main propre ?,luggage
Jolie figurine mais pour la 2eme fois sur Amazon j'ai reçu une pop défectueuse avec des tâches sur les cheveux et une grosse rayure sur le nez . Plus que déçue je pense acheter les suivantes ailleurs.,toy
"Après presque un an, le produit est déjà défectueux, bien que très peu utilisé et correctement rangé dans sa boite. Quand j'y introduit un CD ou un DVD, le lecteur s'emballe, fait un bruit de moteur et rien ne se passe, quelque soit le DVD. Bref, très déçu.",electronics
"Le modèle ne correspond pas au descriptif, ni à la photo : il n'y a pas de lecteur CD !",wireless
"Ne pas acheter une catastrophe .la mine bouge et très instable ,des fonctionnalités s'ouvrent sans avoir rien demandé. Bref une connerie",wireless
"Il n’a pas fallu longtemps pour que l’installation ait des égratignures, si décevante!",wireless
"Trop long, pas assez large, dommage.",wireless
"J'ai reçu ce lot d'ampoules le 24 octobre 2018, au premier abord j’étais très satisfait, packaging et service au top. Voilà maintenant 4 mois que j'ai installé ces ampoules et les premiers signes de faiblesse commencent déjà à apparaître. Les ampoules clignotes sans arrêt, ça en devient insupportable. Extrêmement déçu de ce produit, la longévité dans le temps n'est absolument pas au rendez-vous !",automotive
"Malheureusement, j’ai reçu un fluide après soleil à la place....",beauty
"Sans doute un téléfilm intéressant mais je ne l’ai pas regardé car déçu par le format 4/3, une piètre qualité d’image non remasterisée pour un bluray et pas de VF (sous-titres français uniquement). Cela fait beaucoup à accepter pour le prix de 20 €. Retour chez Amazon et demande de remboursement.",other
sur 6 toners recus aucun ne fonctionne,office_product
Ne fonctionne déjà plus. Peut on l’échanger??,other
Aucune description pour le démontage et le montage. A bien fonctionné pendant 1 mois et maintenant le tactile n'est plus très réactif et bug. Montage sur un 5C,wireless
"Décoration autour de la fenêtre La couleur est totalement différente que sur la photo. Elle est froide, jaunâtre et pas du tout chaleureux. Ambiance hôpital",home
Trousse jamais reçu .,office_product
"J'ai lu les commentaires qui étaient plutôt bons et je me suis lancée. J'ai eu tort, cet arbre est fait pour des chatons , il n'est clairement pas de bonne qualité, il peluche de partout c'est une horreur. Aucun de mes chats ne peut monter dessus ce sont pourtant des gabarits normaux. N'achetez surtout pas cet arbre !",pet_products
"Robinet pas au norme française (a mes toilettes en tous cas). Demande de remboursement de 50% ce qui a été accepté par le vendeur pour acheter le bon robinet. Une fois ce dernier installé, tuyau qui fuit. Bref je n’ai que la douchette D’origine",home
"Bonjour, je n'ai pas recu ce produit dans le colis de ma commande alors qu'il est indiqué livré sur ma commande. Merci de me l'envoyer ou de me le rembourser. Cordialement",home
"Très jolies boucles d’oreilles, je les porte tous les jours 😊 Elles sont classe et je les conseille vivement à toutes les femmes qui aiment les perles.",jewelry
"Enceinte qui ne correspond pas à la spécification technique présentée dans la fiche produit, photo du produit comprise. Haut parleurs de médium et aiguës façon buzzer piezzo de qualité médiocre. Ça vibre, sature et le registre médium est criard, bref mécontent du produit et déception à la clé.",electronics
"La joie de recevoir la console, déballer avec empressement, brancher l'objet du plaisir, appuyez sur le bouton ON et........Rien !! Console en panne !!! Déception et frustration 😤",video_games
Le produit correspond parfaitement au descriptif. Cependant un des coins était cassé. Je n'ai pas voulu retourné le produit car j'en avais besoin absolument. J'ai donc mis un gros point de glue. Dommage.,home
"Article jamais reçu, et jamais remboursé!! A fuir",jewelry
"Déçue par ce sac: la couleur ne correspondait pas à la photo, sac trop lourd à vide, bandoulière pas pratique du tout. Bref, encombrant. Les boucles sont couleur bronze et non comme sur la photo. Retour Amazon et remboursement rapide merci !",shoes
"je n'avais pas bien lu la description, et c'était pour offrir... La manette arrive dans un sachet plastique, sans emballage, ni mode d'emploi... La batterie est déchargée, ce qui n'est pas habituel pour un appareil avec une batterie Li-ion !!!! j'espère que la batterie n'est pas morte. Je pense que c'est du re-conditionné :-( Je ne conseille pas",video_games
"Je suis déçu. mon bébé n’a que quatre mois et il est limite, je sais pas si il va pouvoir y allé dedans tout l’hiver. De plus il n’ai pas très chaud.",baby_product
"J'ai commandé cette console mais je n'en ai pas vu la couleur ... livraison catastrophique ...DPD me dit être passé alors qu'ils ne l'ont pas fait, aucun suivi fiable. Bref j'ai demandé le remboursement et j'ai perdu mon temps. Le vendeur m'a proposé de me renvoyer l'article, j'ai accepté mais ne l'a pas fait ... du grand n'importe quoi. Pas habitué à ça avec Amazon ! Une étoile car peut être que la console est de qualité ... ;-)",furniture
la manette n'a plus fonctionné correctement après quelques heures d'utilisation. La commande de gauche (déplacement gauche droite) s'est coincée et ne revenait plus en position initiale.,home_improvement
"appareil inutilisable comme changeur de voix, il ne produit que des sons incompréhensibles aussi bien à l'utilisateur qu'au correspondant au bout du fil - même si pas cher, c'est dommage! c'est bien la première fois qu'un article acheté par Amazon s'avère décevant, mais ce n'est pas Amazon qui me déçoit, je pense que cela arrive inévitablement!",electronics
1. J’attend toujours que le vendeur me contacte pour remboursement après que le livreur est déposé discrètement la coiffeuse derrière le portail,furniture
piece non utilisable filetage interieur inexistant surement fabriqué en chine à moins d'etre un peux bricoleur j'ai refait le filetage,home_improvement
"À l'origine, pour fixer au mur et exposer mes magnets. Ai du fixer avec petits clous au plan vertical....et très peu de magnétisation. Ne pas utiliser pour cet objectif.",home_improvement
Qualité médiocre aucun éclairage a peine visible de jour Je ne les conseille pas,automotive
"Tout le manuel est en anglais .... La colle liquide sensé être utilisé pour coller les bord de la vitre a la perfection, est complètement sèche....la vitre n'est donc pas collé sur les bords...",wireless
Bonjour Produit utilisé pour la course et vraiment pas top du tout ! Son horrible et coupure du son en continu !,electronics
Une honte! Argent mis à la poubelle.. reçu il y a 5 minutes et aucun des deux ne collent... vraiment honteux...,wireless
"Le réducteur de bruit ne marche tout simplement pas, on remarque à peine la différence, en plus il n'est pas confortable. Je suis vraiment très déçu par Sony ! Je ne le conseille vraiment pas, ne l'acheté pas car c'est une perte d'argent !",electronics
"La couleur est beaucoup plus foncée que sur la photo, ce n'est pas du tout un rose poudré mais un rose plutôt soutenu. J'ai renvoyé l'article à cause de cela. Et la matière personnellement je la trouve très désagréable.",apparel
"Inutilisable pour moi. Ayant la peau clair, le vert est bien trop foncé pour ma peau. À voir sur peau plus foncé...",beauty
"un moule métallique dont la poignée du couvercle fond dans le four, c'est du jamais vu !!!! je me demande bien à quoi peut servir ce moule s'il ne peut pas aller à la chaleur ! très mécontente de mon achat",home
Narration très naïve...pas d'idée neuve dans le domaine de la SF. Fautes de français...Fautes d'orthographe... Il faudrait vous relire a voix haute.,digital_ebook_purchase
Bof et longues à livrer déçue pas très jolies finitions très mauvaises ne recommande pas cette paire de b o,apparel
Je ne l ai pas reçu......je crois que le livreur le donne au voisin et que le voisin ne me le donne pas,sports
Le chargeur ne fonctionne pas l’apple watch ne se charge correctement et se déconnecte tout le temps le produit est nul je ne le recommande pas je retourne l’artIcle et demande un remboursement,wireless
Inutilisable tel quel. ça marche avec une vis M5 x 25mm acheté dans un vrai magasin...,wireless
"Les écouteurs ne correspondent pas à ceux sur la photo, on m'a vendu des anciens modèles",wireless
Le colis arrive avec 1 crochet casques en moins vendeur pas sérieux.,automotive
"Comme tous les autres disque hs au bout de deux ans et quelques jours, apres seagate ... à nouveau une marque ou le disque dur lache au bout de deux ans et quelques jours. Bientot au lieu d'acheter deux disques similaires il faudra en acheter 3 en même temps.",pc
Utilisé 2h / jour pour la Voix et le rechargement sur IPhone X Max achète le 27 Août 2019 1 semaine d utilisation en Panne les contacts du microphone ne sont plus détectés il n y a que la partie secteur qui marche .... très très déçu car en déplacement j en avais grandement besoin que comptez vous faire m en livrer 2 ?,wireless
Je n’aime pas car la base est métallique pas top je trouve,camera
Jamais reçue le produit,home
"Le descriptif était prometteur ... L'idée intéressante . Mais au bout de 3 chapitres, j'ai abandonné la lecture . Des descriptions longues et sans intérêt , placées à des moments peu propices, des fautes, une mise en page illogique ... L'attention est accaparée par l'écriture au détriment du récit . Dommage",digital_ebook_purchase
Très déçu pas du tout comme sur la photos il fait vieux tout noir vraiment très déçue,jewelry
on a reçu le produit très rapidement mais il ne fonctionne pas. on a essayé sur plusieurs appareils mais toujours pareil,pc
Article arrivé endommagé et pas moyen de s'en faire livrer un autre. Juste une compensation de 10 € proposé... Donc très mécontent de cet achat,lawn_and_garden
Nul Franchement y a des perles écrasées donc casser inutilisable. C vraiment pas cool deconseille,beauty
Ne convient pas aux canapés car trop instables,home
"trop cher pour si peu de cartes, à part le changement des dessins ce sont les cartes du tarot, et le livre explicatif est bien connu",book
Je ne suis pas certain de recommander ce produit étant donné qu’à la première utilisation dans l’eau au bout de cinq minutes il y avait partout de l’eau dans l’appareil et il ne nous été plus possible de l’allumer. Nous avons réussi à prendre cinq photos. Je n’ose même pas le rouvrir. Même pas j’ai regardé l’état de la carte SD qui m’a coûté 20 € que j’ai mis dedans. J’attends de voir ce que Amazon va me proposer en dédommagement.,camera
"Bonjour, je le déconseille fortement. Le drap s'est déchiré dès la première nuit.",home
Aucun commentaire du fait qu'il ne se trouve pas au point relais. Que se passe t'il? Je suis très surprise,electronics
Très décevant. N'est pas transparent. Il est texturé sur l'intérieur. Du coup l'empreinte digitale n'est pas reconnue et l'affichage sur l'écran fait sale (multitude de petits points) dommage car épousait bien la forme du téléphone,wireless
Produits jamais reçu.,baby_product
"La manette est bien finie, mais elle se déconnecte constamment bien que chargée totalement. De plus la maniabilité laisse à désirer. L'aspect physique de la manette étant peu important, les soucis de déconnexion et de jouabilité en font un produit médiocre.",video_games
J’attend toujours le remboursement de mon article jamais reçu ...,toy
Ces rideaux ne sont pas occultants...,home
"Je n'ai pas reçu ce produit, soit disant a cause de la poste qui me l'aurai déposé a un chronopost. J'espère que le problème sera vite réglé.",kitchen
"bonjour , j ai bien reçu mon colis mardi mais il me manque le telephone ,je ne s ait pas comment faire une reclamation merci",toy
Cheveux poisseux même après 3 shampoings. Un spray de peinture gouache noire aurait été moins couteux et aurait moins abîmé mes cheveux. Utilisé pour une soirée.,beauty
"La coque ne correspond pas à mon portable , pourtant la référence est bonne, les trous ne correspondent pas aux écouteurs ni aux différentes touchés du téléphone, tres déçu.",wireless
Produit cassé au premier montage....,wireless
Cet article ne m'a jamais été livré !!!!!!!!! Heureusement que je me suis prise longtemps a l'avance pour commander et ne pas être coincée si jamais,home
"Reçu dans les temps, cependant ne tiens rien du tout, ayant un Samsung a8, ça ne tiens pas du tout, je ne recommande pas, pas de notice de montage",electronics
Il m'a même pas été livré.. Sois disant colis abîmé.. C'était pour un anniversaire.. C'est nul sérieux ! Déçu vraiment,toy
en 1semaine les poches interieur ont perdu leur couture e recommande pas du tt ce sac i est fin on dirais du plastique,shoes
Ce produit est à fuir : mauvaise qualité (plastique cheap) et ampérage plus bas que celui annoncé (1.5 au lieu de 2) bref votre trottinette va mettre une plombe à charger... Je vais demander un retour,sports
M’a blessé un dès pied le premier jour Je les ai donnée en prévenant la personne n’a eu aucun problème donc pas adapté pour mou,shoes
tres décue elles auraient du etre livree le 15 avril et a ce jour toujours pas recu,home
"Mauvaise qualité, à pas acheter disque qui tient plus sûr la ponceuse au bout de même pas 5 min alors que le disque nes pas usée du tout",industrial_supplies
Article volé donc rien à dire juste dégoûté,apparel
je pense que le descriptif n'est pas bon. la durite ne tient pas a l'essence. je déconseille. peut etre pour aquarium,automotive
Boutons « décrocher / raccrocher » trop fragiles ! Je ne comprends pas pourquoi un produit aussi chère soit si fragile. Renvoie illico : deception 10/10,camera
Pas recu mais écrit livré !!!!!!!!!!!!!!!!,apparel
"Déception, ce n'est qu'un seul kiki qui est envoyé donc on paie 15 € pour 1 seul kiki mais le culot complet de ce vendeur c'est que dans le colis on a une facture Fnac direct de 7 € (soit le prix d'un seul kiki)... Grosse déception",toy
Reçu rapidement mais cassé tout aussi rapidement. Je deconseille,shoes
depuis le 27 octobre que mon article es reparti pour amazon pour etre rembourssé et a ce jour il n'on toujours rien recu!!!c'es de l'abus...,electronics
pour donner mon avis il me faut le colis donc j attend peut etre un jour,office_product
"Ne vous laissez pas avoir comme moi, j'ai profité d'une promotion et le jour J est arrivé, je me suis fais avoir par Amazon. Regarder par vous même, les fraises n'ont aucun tranchant, je les ai essayé car je pensais que ça venais de moi mais non, elles sont belle et bien pas aiguisée, est-ce un coup de mal chance d'une non conformité qui est passée au contrôle qualité ou est-ce réellement la finition du produit ... soit, la preuve en image que je ne vous mens pas ....",home_improvement
"Livré dans une simple enveloppe cartonnée, bilan le coffret est écrasé.",other
les écouteurs ne fonctionnent pas,electronics
La montre s’est cassée une semaine après achat. C’est de la mauvaise qualité,watch
Le sabot n'était pas dans la sacoche je suppose que c'est cool,industrial_supplies
"Bonjour, peut être pour de très minces et petites télécommandes mais pas pour les télécommandes de téléviseurs: soit ça ne rentre pas, soit ça ne tient pas debout dedans. C'est vraiment inadapté. Je ne recommande pas malgré un look sympa!! Bonne journée. Salutations.",home
"Si ça se monte bien sur des tuyaux intex transparents qui sont très fin et se déforment, impossible à monter sur les tuyaux 32mm de qualité allemande",lawn_and_garden
"Produit de très mauvaise qualité, la ventouse ne tient que quelques minutes sur une vitre propre et dépoussiérée. Quant au support en lui même (la partie a clipser au GPS) elle se décroche à la première vibration. Délais de livraison très longs et en plus retardé. De l’argent jeté par la fenêtre je déconseille fortement. Amazon m’avait habitué à mieux.",grocery
"la température affichée ne correspond pas à la température dans la couveuse, perte de 70 oeufs sans aucune éclosion car poussin immatures après 23 ou 24 jours et meurent à la fin. SAV scandaleux, ils me demandent de voir avec un réparateur de ce genre de matériel et de demander après un remboursement des frais de reparation ! scandaleux",pet_products
Une première vitre reçu rapidement mais cassée!!! Une réclamation faite = réception d une nouvelle vitre elle aussi cassée = nouvelle réclamation faite mais la pas de nouvelles.... c est honteux j attend toujours..,wireless
Ils ne vont pas pour mon Compex très mauvais rendement des pulsions électrique je vais demander un retour ou un remboursement,drugstore
Je ne conseille pas ces sangles car l'une d'elles s'est rompu dès le 1er levage. Je trouve même que c'est dangereux car le meuble aurait pu occasionner une grave blessure au pied lorsqu'il est brutalement tombé.,industrial_supplies
"Bonjour, L'adaptateur acheté ne fonctionne pas et on ne comprend pas pourquoi. Avez-vous des explications ou une note explicative, Sinon, nous aimerions vous le renvoyer et commander autre chose qui fonctionne.",wireless
Je ne sais pas vu que j'ai reçu un autre article et bien des maux pour faire comprendre cela au vendeur. Toujours en litige. J'attends la suite...,home
Laver une foie a 30° la doudoune à perdu de ça splendeur elle est HS :(,apparel
J'ai acheté le système d'alarme ainsi que des badges. Ils sont fait pour être sur un porte clés. Sauf que le dos des badges s'ouvre en permanence. Du coup perte du dos et de la pile à l'intérieur... Le seul moyen pour éviter l'ouverture serait de mettre du scotch afin d'éviter le pivotement. De plus la portée Bluetooth est passablement limitée jusqu'au link qui lui est par ondes radios...,electronics
Il n'y a que 5 spirales dans la boite alors que la fiche produit en stipule 10. ATTENTION !!,lawn_and_garden
Renvoyer car ne fonctionne pas du tout. J’en ai acheté un autre légèrement plus chère et parfait. Celui ci est nul,baby_product
Je n’ai pas encore reçu l’article !!!,toy
"Grrr, je pensais avoir trouvé la solution pour me passer enfin des films alimentaires transparents qui gaspillent notre planète. Et bien ce n'est pas avec ce lot de films étirables que je vais y arriver! Il n'adhèrent pas aux surfaces métalliques de type casserole, ni à mes saladiers en plastique, ni à mes tasses en porcelaine. Bref, ils ne me servent à rien!! Archi déçue!! :(",home
livraison rapide mais produit reçu avec un gros défaut il y avait un gros trou au niveau de la cuisse et comme je l ai remarqué après l avoir déballé je me suis dit que ça poserait un problème pour le retour donc très très déçu,personal_care_appliances
Produit arrivé cassé,beauty
"J'ai commandé 2 savons de 200g, j'ai reçu un seul savon et un autre article que je n'ai pas commander.",beauty
"nous avions acheté ce jouet pour notre fils de 3 ans et demi quel déception, le circuit est très mal conçu le tout avec des matériaux d'assez mauvais qualité même avec l'aide d'un adulte il est très difficile de lancer la voiture, encore plus de lui faire faire le looping ce jeu a fini à la poubelle donc je vous le déconseille fortement",toy
"Vraiment déçu. Achetée pour un cadeau, à peine sortie du carton et allumée pour la première fois, les basses grésillent énormément, plus fort que la musique que l'enceinte produit. Remboursement demandé. Vraiment dommage, le son avait l'air bon et les avis positifs. Mais très dur à recommander pour moi au vu des grésillements.",electronics
Bonjour je vous envoi ce mail pour vous dire qu'à ce jour je n'ai pas reçu ma commande alors que sur votre site il es dit qu'elle a été livré jeudi dernier ...est ce normal ? Merci de me tenir informé cordialement madame Lecomte,wireless
Le rendu est bien mails la durée de vie est très courte à peine un mois de fonctionnement avec un usage uniquement des weekends.,automotive
articles reçu en retard et les 2 protections sont cassées. Pouvez-vous en renvoyer des autres.,wireless
Ne pas acheter cette daube. Ce n’est vraiment pas un produit qualitatif. Impossible d’effacer correctement un dessin apres 1 heure. L’astuce pour nettoyer avec de l’eau est nulle et non avenue. Ça ne devrait pas être comme ça. Une honte,office_product
C'est Gros collier pour un petit chat,pet_products
impossible a telecharger ce livre depuis ma tablette . . ce livre est bloque dans mes archives et je ne peux pas le telecharger. J ai actuellement 255 livres sur Kindle et c est le seul qui ne passe pas. Du coup j hesite à vous passer une nouvelle commande d autant plus que ce livre à été débité de mon compte.,digital_ebook_purchase
Ne marche pas avec 2 appareils branché dessus. Très déçus. Pas cher mais inutile. . . . . . .,electronics
Je viens de l'offrir a ma fille pour son anniversaire. Il y a que la moitie d'un bracelet de secours dans la boite. Bravo aux agents qui contrôlent les expéditions.,sports
"Fais mal aux mains au bout de 5min d'exercice, inconfortable, ne recommande pas",sports
"Fragil, pour une perceuse, bof",home_improvement
"la couleur n'est pas celle proposée, moche",beauty
"SUPER produit ,vraiment pas déçu je recommande.",furniture
Je n ai toujours pas reçu mon colis et nous sommes le 10 décembre très déçu je ne comprends pas pourquoi depuis le 9 novembre je n ai rien,toy
Arrivé en miette dans ma boîte aux lettres. En même temps logique quand on laisse un objet en verre sans aucune protection ni rembourrage pour le transport. Juste le carton du colis ^^,home
"Pas de clear view comme annoncé dans le titre. De plus, la coque empêche la recharge sans fil. Ca fonctionne 1x sur 5 en chipotant. Pas moyen de décrocher le tél sans ouvrir le rabat. Pas de fermeture magnétique.",wireless
"Je n'ai jamais reçu la cigarette électronique , c'est une arnaque a déconseillé Pourtant pour encaisser l'argent aucun problème, arrive pas à contacter amazone",drugstore
Produits commandés le 22 novembre pour cadeaux rigolos pour Noël. Je n ai rien reçu. Le vendeur vient de me confirmer le remboursement de ma commande.( Non vérifié) je me retrouve à la veille du réveillon sans cadeaux....,home
j'aurais bien aimé vous donner une note positive mais je n ai pas recu cette article j'espere le recevoir un jour,home
Fonctionnement normal une semaine et maintenant elle ne charge plus les appareils de la grosse arnaque,baby_product
"Fuite au niveau de la pomme de douche, fuite au niveau du sac. Pomme de douche en plastique ultra fin donc très fragile. Bouton fermeture pomme de douche fuit et donc ne ferme pas l'eau. A déconseillé",sports
"Bonjour, je déconseille fortement ce produit, les batteries ne tiennent pas longtemps, elles chauffent rapidement et l'appareil stoppe net. Bref choisissez autre chose",camera
Bonjour livraison tres rapide embalage bien fermé mais Je dois le rendre car le sons ne fonctionne pas.c'est marqué sur le site que c'est débloqué. Ce n'est pas vrai. Je vous conseille pas,wireless
"Très déçue car elle est très bruyante, le ""tic-tac"" est vraiment fort!",furniture
nul la peinture s'écaille facilement elle a partie coupante n'est pas de bonne qualité ke suis vraiment déçu de mon achat,home
"Les images sont toutes floues, cet appareil est inutilisable et comme je m'en suis servi trop tard je ne peux même pas le renvoyer.",electronics
"article endommagé à réception , patte cassée à l'arrière et crocodile tout abimé sur un coté , en même temps on le reçoit dans une enveloppe et non une petite boite carton , très déçu de cet article",toy
"Assez content de l'achat au début a par avec le problème de réception des mms mais maintenant après après a pêne 3 mois d'utilisation la partie inférieur gauche de l'écran ne fonctionne plus, il est donc impossible de dépasser le stade du mots de passe en shéma qui a besoin de la partie qui ne fonctionne plus. Et je voulais appeler le SAV mais je ne trouve rien sur le site du portable. Vraiment très déçu du portable je ne le recommande pas.",wireless
"1 mois que j'ai commandé, rien reçu. 2 messages au vendeur, aucune réponse. Vais je percevoir un remboursement??",home
Impossible d'insérer les 2 fils dans les connecteurs. Les fils ne se bloquent pas dedans. Notice en allemand. Retour direct.,home_improvement
Attention Amazon ne livre pas le produit et jamais était rembourser. Leur prestation est non recommandable et je trouve un manque de communication,home
Un couvercle plus petit que la friteuse et un panier totalement instable. Bref vous achetez ici juste une casserole,home
"J'avais l'habitude d'acheter ce produit il y a 3 ans, j'aimais beaucoup sa douceur, l'odeur, parfait pour les enfants. Je viens de l'acheter à nouveau et là c'est le comble : le produit coule très vide, beaucoup moins épais qu'avant. Je regarde la liste des ingrédients et en effet, le premier est : de l'EAU ! Donc on paye de l'eau au prix d'un shampoing bien cher. Pour 2/3 shampoings j'ai utilisé la moitié de la bouteille pour que ce soit efficace. C'est de l'escroquerie, je trouve ça très dommage car je n'en achèterai plus !",drugstore
Le produit commandé ne m'a pas été livré...,drugstore
Mon colis est marqué livré alors que je n’ai toujours rien reçu....,wireless
"Certainement un gros coup de malchance pour ma part vu certains commentaires quand même positifs. Produit reçu, déballé, branché et rien ne fonctionne. Le macbook pro 2018 ne reconnait rien, ni les périphériques USB ni ceux en ethernet ( je n'ai pas testé le usb C ). Donc retour immédiat pour remboursement.",pc
"Mauvaise qualité, c'est une babiole de mauvaise qualité, se tord au bout de quelques utilisations , esthétiquement moche, je ne recommande pas.",jewelry
"Le mug est très beau, mais le décor s'écaille.",home
Le produit n’est même pas complet. Les 2 AAA ne sont même pas présentes dans le colis Pas la peine de proposer quelque chose en ligne si celui-ci n’est pas complet. Déçue !!,sports
La qualité de ce filtre est très inférieure à ce que j'attendais. Je vais jeter ce filtre qui est totalement inutile,pet_products
